OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0007555,Distributor,2020-10-29,2020-11-21,23,25,42,316,12,5,1708.5,1042.185,8542.5,3331.[phone]
SO - 0007556,Wholesale,2020-10-29,2020-11-14,16,25,45,230,27,1,5969.7,3948.[phone],5969.7,1552.[phone]
SO - 0007557,Distributor,2020-10-29,2020-11-02,4,20,16,189,29,6,1902.8,761.12,11416.8,6850.[phone]
SO - 0007558,In-Store,2020-10-29,2020-11-09,11,8,41,83,37,6,2479.0,1041.18,14874.0,8626.92
SO - 0007559,Online,2020-10-29,2020-11-07,9,13,36,55,37,3,3289.[phone],2500.172,9869.1,2368.[phone]
SO - 0007560,Online,2020-10-29,2020-11-09,11,19,39,242,41,6,1078.7,787.451,6472.[phone],1747.[phone]
SO - 0007561,In-Store,2020-10-30,2020-11-05,6,6,22,359,16,7,2626.4,1680.[phone],18384.8,6618.[phone]
SO - 0007562,Online,2020-10-30,2020-12-07,38,18,13,147,41,7,5487.3,3292.38,31463.2,10571.54475
SO - 0007563,In-Store,2020-10-30,2020-11-11,12,9,3,70,46,2,2639.8,1293.502,5279.6,2692.[phone]
SO - 0007564,Online,2020-10-30,2020-11-24,25,15,46,32,11,2,1165.8,512.952,2331.6,1305.696
SO - 0007565,Online,2020-10-30,2020-11-29,30,13,37,103,32,2,1092.[phone],797.[phone],2184.[phone],589.[phone]
SO - 0007566,Online,2020-10-30,2020-11-15,16,14,22,365,41,3,6539.2,2942.64,19617.6,10571.54475
SO - 0007567,Wholesale,2020-10-30,2020-11-08,9,27,26,55,8,3,1105.5,729.63,3316.5,1127.[phone]
SO - 0007568,In-Store,2020-10-30,2020-11-28,29,3,36,88,12,3,1098.8,879.04,3296.[phone],659.[phone]
SO - 0007569,Online,2020-10-30,2020-12-03,34,13,4,363,6,3,884.4,725.208,2653.2,477.576
SO - 0007570,Online,2020-10-30,2020-12-05,36,18,28,230,15,6,1755.4,877.7,10532.[phone],5266.[phone]
SO - 0007571,In-Store,2020-10-30,2020-11-24,25,11,5,85,32,4,1098.8,648.[phone],4395.2,1802.[phone]
SO - 0007572,In-Store,2020-10-30,2020-11-20,21,12,23,112,24,1,1065.3,458.[phone],1065.3,607.221
SO - 0007573,Wholesale,2020-10-30,2020-11-10,11,26,32,36,10,5,1815.7,980.[phone],9078.5,4176.11
SO - 0007574,In-Store,2020-10-30,2020-11-24,25,10,42,229,35,5,5152.3,2576.15,25761.5,10571.54475
SO - 0007575,In-Store,2020-10-31,2020-11-18,18,2,32,192,28,1,2579.5,1212.365,2579.5,1367.135
SO - 0007576,In-Store,2020-10-31,2020-11-10,10,5,48,311,16,3,891.1,356.[phone],2673.3,1603.98
SO - 0007577,Online,2020-10-31,2020-11-23,23,14,50,179,12,1,1038.5,591.[phone],1038.5,446.[phone]
SO - 0007578,In-Store,2020-10-31,2020-11-27,27,11,18,242,8,8,951.4,704.036,7611.2,1978.[phone]
SO - 0007579,Wholesale,2020-10-31,2020-11-19,19,28,25,21,36,6,931.[phone],651.91,5587.8,1676.[phone]
SO - 0007580,Online,2020-10-31,2020-11-10,10,12,24,207,34,1,3450.5,2346.34,3450.5,1104.[phone]
SO - 0007581,Distributor,2020-10-31,2020-11-14,14,24,24,229,31,1,998.[phone],628.[phone],998.[phone],369.371
SO - 0007582,In-Store,2020-10-31,2020-11-08,8,7,1,238,26,3,3932.9,2831.688,11798.7,3303.[phone]
SO - 0007583,In-Store,2020-10-31,2020-11-16,16,4,24,58,5,2,3698.4,3106.656,7396.8,1183.[phone]
SO - 0007584,In-Store,2020-10-31,2020-11-11,11,10,42,113,24,5,1788.9,966.[phone],8944.5,4114.[phone]
SO - 0007585,In-Store,2020-10-31,2020-11-28,28,9,33,187,8,6,971.5,777.2,5829.0,1165.[phone]
SO - 0007586,Online,2020-10-31,2020-11-15,15,12,42,325,32,3,2525.9,1742.[phone],7577.[phone],2349.[phone]
SO - 0007587,In-Store,2020-11-01,2020-11-12,11,2,5,1,3,2,2391.9,1363.383,4783.8,2057.034
SO - 0007588,In-Store,2020-11-01,2020-11-20,19,9,42,128,41,8,991.6,743.7,7932.8,1983.[phone]
SO - 0007589,Online,2020-11-01,2020-11-30,29,17,14,330,27,2,234.5,157.115,469.0,154.[phone]
SO - 0007590,In-Store,2020-11-01,2020-12-02,31,12,24,159,11,4,3886.0,1904.[phone],15544.0,7927.[phone]
SO - 0007591,Distributor,2020-11-01,2020-11-11,10,23,1,171,21,4,5246.1,3619.809,20984.4,6505.[phone]
SO - 0007592,In-Store,2020-11-01,2020-11-15,14,5,42,328,1,4,3973.1,2185.205,15892.4,7151.58
SO - 0007593,Distributor,2020-11-01,2020-11-19,18,23,12,269,28,1,227.8,107.066,247.9,120.[phone]
SO - 0007594,In-Store,2020-11-01,2020-12-03,32,11,47,283,3,2,167.5,89.311,335.0,187.6
SO - 0007595,In-Store,2020-11-01,2020-11-09,8,3,36,65,17,7,1051.9,662.[phone],7363.[phone],2724.[phone]
SO - 0007596,Wholesale,2020-11-01,2020-11-26,25,28,35,311,5,3,2217.[phone],1153.[phone],6653.1,3193.488
SO - 0007597,Distributor,2020-11-01,2020-12-02,31,22,2,316,2,8,1132.3,951.132,9058.4,1449.344
SO - 0007598,Online,2020-11-01,2020-11-26,25,16,34,247,43,3,1085.4,477.576,3256.[phone],1823.[phone]
SO - 0007599,Online,2020-11-01,2020-11-19,18,16,24,318,26,3,958.1,603.[phone],2874.3,1063.491
SO - 0007600,Online,2020-11-01,2020-11-19,18,19,46,305,23,5,3651.5,2409.[phone],18257.5,6207.[phone]
SO - 0007601,Online,2020-11-02,2020-11-09,7,13,11,359,7,1,1996.[phone],1098.13,1996.[phone],898.47
SO - 0007602,Online,2020-11-02,2020-11-30,28,17,38,132,4,5,3631.4,2033.[phone],18157.0,7989.[phone]
SO - 0007603,Online,2020-11-02,2020-11-09,7,19,26,346,43,4,6472.2,3948.[phone],25888.8,4401.[phone]
SO - 0007604,In-Store,2020-11-02,2020-11-29,27,6,2,165,8,4,1896.[phone],1573.[phone],7584.[phone],1289.348
SO - 0007605,Distributor,2020-11-02,2020-12-09,37,21,16,308,12,8,1835.8,1193.27,14686.4,5140.24
SO - 0007606,In-Store,2020-11-02,2020-11-12,10,8,25,324,28,2,3966.4,1626.224,7932.8,4680.[phone]
SO - 0007607,In-Store,2020-11-03,2020-12-05,32,7,30,113,6,6,2860.9,1316.[phone],17165.4,9269.316
SO - 0007608,Wholesale,2020-11-03,2020-11-22,19,25,11,294,21,2,1983.2,1606.392,3966.4,753.616
SO - 0007609,Online,2020-11-03,2020-11-30,27,16,41,258,33,1,1132.3,622.765,1132.3,509.[phone]
SO - 0007610,Online,2020-11-03,2020-11-19,16,14,6,283,24,1,991.6,436.[phone],991.6,555.296
SO - 0007611,Wholesale,2020-11-03,2020-12-01,28,27,28,162,42,5,2566.1,1026.44,12830.5,7698.[phone]
SO - 0007612,Wholesale,2020-11-03,2020-12-10,37,27,9,92,46,5,1165.8,617.874,5829.0,2739.63
SO - 0007613,Wholesale,2020-11-03,2020-11-16,13,28,32,18,45,4,268.0,152.76,1072.0,460.[phone]
SO - 0007614,Online,2020-11-03,2020-11-24,21,13,40,336,23,5,214.4,126.496,1072.0,439.52
SO - 0007615,Online,2020-11-04,2020-11-23,19,14,19,271,47,2,167.5,125.625,335.0,90.50494
SO - 0007616,In-Store,2020-11-04,2020-11-22,18,12,18,161,40,2,1139.0,455.6,2278.0,1366.8
SO - 0007617,Wholesale,2020-11-04,2020-11-21,17,26,27,187,47,2,2519.[phone],1435.944,5038.[phone],2166.[phone]
SO - 0007618,In-Store,2020-11-04,2020-11-25,21,4,50,260,29,8,2653.[phone],1167.[phone],21225.[phone],10571.54475
SO - 0007619,In-Store,2020-11-04,2020-12-03,29,7,15,26,45,3,167.5,142.375,502.5,90.50494
SO - 0007620,In-Store,2020-11-04,2020-11-23,19,1,13,202,5,8,1963.[phone],1629.373,15704.[phone],2669.[phone]
SO - 0007621,Distributor,2020-11-04,2020-11-25,21,21,4,35,47,2,174.[phone],89.311,348.[phone],198.[phone]
SO - 0007622,Wholesale,2020-11-05,2020-11-17,12,27,45,162,25,1,3463.9,2909.676,3463.9,554.[phone]
SO - 0007623,In-Store,2020-11-05,2020-12-11,36,7,18,231,35,4,4006.6,3165.214,16026.4,3365.544
SO - 0007624,Distributor,2020-11-05,2020-12-02,27,23,6,304,22,3,3959.[phone],1742.268,11879.1,6652.296
SO - 0007625,In-Store,2020-11-05,2020-11-28,23,9,31,234,7,8,1822.4,1221.008,14579.2,4811.136
SO - 0007626,Distributor,2020-11-05,2020-11-15,10,22,8,347,33,7,2311.5,1525.[phone],16180.5,5501.[phone]
SO - 0007627,In-Store,2020-11-05,2020-11-27,22,8,3,366,35,7,891.1,623.77,6237.7,1871.[phone]
SO - 0007628,In-Store,2020-11-05,2020-12-08,33,12,38,126,11,4,207.[phone],97.619,830.[phone],440.[phone]
SO - 0007629,In-Store,2020-11-05,2020-11-12,7,12,36,177,39,3,1279.7,678.[phone],3839.[phone],1804.377
SO - 0007630,In-Store,2020-11-05,2020-11-16,11,1,2,173,47,8,227.8,100.232,1822.4,1020.[phone]
SO - 0007631,In-Store,2020-11-06,2020-11-28,22,9,14,174,5,3,1018.4,661.96,3055.2,1069.[phone]
SO - 0007632,In-Store,2020-11-06,2020-11-21,15,4,41,3,25,3,3939.6,1851.[phone],11818.8,6263.964
SO - 0007633,Wholesale,2020-11-06,2020-12-11,35,27,30,171,47,7,1005.0,572.[phone],7035.0,3025.[phone]
SO - 0007634,In-Store,2020-11-06,2020-11-26,20,8,26,309,27,8,1085.4,835.758,8683.2,1997.[phone]
SO - 0007635,In-Store,2020-11-06,2020-12-05,29,1,29,241,12,8,3872.6,2749.546,30980.8,8984.432
SO - 0007636,Wholesale,2020-11-06,2020-11-21,15,26,50,308,33,6,4006.6,2283.[phone],24039.6,10337.028
SO - 0007637,In-Store,2020-11-06,2020-11-14,8,3,7,36,42,8,234.5,126.[phone],1876.0,862.[phone]
SO - 0007638,Distributor,2020-11-07,2020-11-13,6,22,47,306,42,5,1078.7,701.[phone],5393.5,1887.[phone]
SO - 0007639,Distributor,2020-11-07,2020-12-06,29,24,26,99,27,4,2525.9,1288.209,10103.6,4950.764
SO - 0007640,Online,2020-11-07,2020-11-20,13,16,42,174,5,2,2385.[phone],1645.788,4770.[phone],1478.[phone]
SO - 0007641,In-Store,2020-11-07,2020-12-03,26,1,40,8,37,4,201.0,168.84,804.0,128.64
SO - 0007642,Online,2020-11-07,2020-12-05,28,18,34,304,4,4,1051.9,704.[phone],4207.6,1388.[phone]
SO - 0007643,Wholesale,2020-11-08,2020-11-22,14,28,25,88,25,2,911.2,446.488,1822.4,929.[phone]
SO - 0007644,Online,2020-11-08,2020-12-05,27,16,28,345,46,8,1748.7,1206.[phone],13989.6,4336.[phone]
SO - 0007645,In-Store,2020-11-08,2020-11-19,11,6,49,264,14,3,1252.9,764.269,3758.[phone],1465.[phone]
SO - 0007646,Distributor,2020-11-08,2020-12-09,31,21,12,254,24,5,3886.0,2914.5,19430.0,4857.5
SO - 0007647,Distributor,2020-11-08,2020-11-26,18,23,29,12,39,6,984.9,827.[phone],5909.4,945.[phone]
SO - 0007648,Online,2020-11-08,2020-11-28,20,20,9,245,32,4,1098.8,846.076,4395.2,1010.[phone]
SO - 0007649,In-Store,2020-11-08,2020-11-18,10,3,36,170,28,7,1132.3,928.[phone],7926.[phone],1426.[phone]
SO - 0007650,Online,2020-11-08,2020-11-20,12,14,24,337,27,5,5239.[phone],3824.762,26197.[phone],7073.[phone]
SO - 0007651,Online,2020-11-09,2020-11-30,21,18,40,80,1,7,194.3,108.[phone],1360.[phone],598.444
SO - 0007652,In-Store,2020-11-09,2020-11-15,6,7,47,278,8,3,2673.3,1229.718,8019.[phone],4330.746
SO - 0007653,Online,2020-11-09,2020-12-03,24,20,18,190,8,4,938.0,665.98,3752.0,1088.08
SO - 0007654,In-Store,2020-11-09,2020-11-23,14,9,5,11,40,2,2606.3,1668.[phone],5212.6,1876.536
SO - 0007655,Online,2020-11-09,2020-12-06,27,14,30,111,10,7,1025.[phone],871.335,7175.[phone],1076.[phone]
SO - 0007656,In-Store,2020-11-09,2020-11-14,5,6,45,181,31,8,247.9,143.[phone],1983.2,832.[phone]
SO - 0007657,Distributor,2020-11-09,2020-11-28,19,21,36,218,35,8,1916.2,1341.34,15329.6,4598.[phone]
SO - 0007658,Online,2020-11-09,2020-12-05,26,19,23,75,19,4,1721.9,1084.797,6887.6,2548.[phone]
SO - 0007659,In-Store,2020-11-09,2020-12-17,38,6,22,299,6,8,1038.5,726.[phone],8308.0,2492.[phone]
SO - 0007660,Wholesale,2020-11-10,2020-11-21,11,28,46,39,27,4,2921.[phone],2103.264,11684.[phone],3271.[phone]
SO - 0007661,Distributor,2020-11-10,2020-11-18,8,24,21,204,13,8,5031.7,3948.[phone],31463.2,6440.[phone]
SO - 0007662,In-Store,2020-11-10,2020-11-18,8,8,28,63,13,6,3859.[phone],2083.[phone],23155.2,10571.54475
SO - 0007663,Wholesale,2020-11-10,2020-12-08,28,27,43,229,16,4,991.6,515.[phone],3966.4,1903.[phone]
SO - 0007664,In-Store,2020-11-10,2020-12-07,27,6,32,293,36,1,904.5,361.8,904.5,542.7
SO - 0007665,In-Store,2020-11-10,2020-12-09,29,1,19,133,23,6,6365.0,3948.[phone],31463.2,8019.[phone]
SO - 0007666,Online,2020-11-10,2020-12-11,31,16,17,130,20,6,1165.8,606.216,6994.[phone],3357.[phone]
SO - 0007667,Distributor,2020-11-10,2020-11-28,18,23,33,193,35,5,3711.8,2598.[phone],18559.0,5567.[phone]
SO - 0007668,Online,2020-11-11,2020-12-04,23,19,4,367,1,6,3959.[phone],2138.[phone],23758.2,10571.54475
SO - 0007669,Online,2020-11-11,2020-12-18,37,16,40,104,19,7,1031.8,815.122,7222.[phone],1516.746
SO - 0007670,In-Store,2020-11-11,2020-11-23,12,9,8,94,38,8,6365.0,3948.[phone],31463.2,9165.[phone]
SO - 0007671,Online,2020-11-11,2020-11-23,12,19,16,24,22,5,2559.4,1023.[phone],12797.0,7678.2
SO - 0007672,Distributor,2020-11-11,2020-11-20,9,24,6,327,32,5,6452.1,3948.[phone],31463.2,10323.[phone]
SO - 0007673,Wholesale,2020-11-11,2020-11-25,14,25,3,127,16,6,247.9,111.555,1487.4,818.07
SO - 0007674,Distributor,2020-11-11,2020-11-29,18,21,28,41,27,6,1728.[phone],1382.88,10371.6,2074.[phone]
SO - 0007675,In-Store,2020-11-12,2020-11-23,11,10,34,225,33,2,1132.3,600.119,2264.6,1064.[phone]
SO - 0007676,In-Store,2020-11-12,2020-11-25,13,12,21,59,29,3,3953.0,2608.98,11859.0,4032.[phone]
SO - 0007677,Wholesale,2020-11-12,2020-12-15,33,28,10,16,45,5,998.[phone],419.286,4991.5,2895.07
SO - 0007678,Online,2020-11-12,2020-11-27,15,15,18,279,38,7,1072.0,857.6,7504.0,1500.[phone]
SO - 0007679,Wholesale,2020-11-12,2020-12-16,34,27,50,258,4,7,5400.2,2322.086,31463.2,10571.54475
SO - 0007680,Wholesale,2020-11-12,2020-11-20,8,26,30,10,21,8,1755.4,754.822,14043.2,8004.[phone]
SO - 0007681,Distributor,2020-11-12,2020-12-13,31,23,19,101,32,8,2458.9,1278.[phone],19671.2,9442.176
SO - 0007682,Online,2020-11-12,2020-12-13,31,12,39,295,11,8,1849.2,887.616,14793.6,7692.[phone]
SO - 0007683,Online,2020-11-12,2020-12-07,25,17,3,221,11,3,1715.2,1063.424,5145.6,1955.[phone]
SO - 0007684,In-Store,2020-11-12,2020-12-06,24,3,33,186,47,1,1011.7,526.[phone],1011.7,485.616
SO - 0007685,Wholesale,2020-11-12,2020-12-17,35,28,40,209,18,8,1078.7,798.238,8629.6,2243.696
SO - 0007686,Distributor,2020-11-13,2020-12-07,24,25,5,361,17,8,1011.7,404.[phone],8093.6,4856.16
SO - 0007687,In-Store,2020-11-13,2020-11-28,15,9,33,50,18,3,1025.[phone],656.[phone],3075.3,1107.108
SO - 0007688,In-Store,2020-11-13,2020-12-15,32,1,24,338,46,6,1775.5,1260.605,10653.0,3089.37
SO - 0007689,In-Store,2020-11-13,2020-12-15,32,3,35,189,9,3,1112.2,478.[phone],3336.[phone],1901.[phone]
SO - 0007690,Wholesale,2020-11-13,2020-11-16,3,27,17,305,39,8,716.9,465.985,5735.2,2007.[phone]
SO - 0007691,In-Store,2020-11-13,2020-12-04,21,2,14,287,27,8,2633.1,1764.[phone],21064.8,6951.[phone]
SO - 0007692,Distributor,2020-11-13,2020-12-17,34,24,45,245,46,4,871.0,653.25,3484.0,871.0
SO - 0007693,Online,2020-11-14,2020-11-18,4,18,40,177,34,8,984.9,512.148,7879.2,3782.[phone]
SO - 0007694,Online,2020-11-14,2020-12-13,29,20,14,204,41,7,1105.5,884.[phone],7738.5,1547.[phone]
SO - 0007695,In-Store,2020-11-14,2020-12-12,28,7,6,359,36,6,3068.6,1442.242,18411.6,9758.148
SO - 0007696,Online,2020-11-14,2020-12-14,30,13,36,86,30,3,2371.8,1541.67,7115.[phone],2490.[phone]
SO - 0007697,Online,2020-11-14,2020-12-02,18,19,36,209,18,4,3470.6,2221.184,13882.4,4997.[phone]
SO - 0007698,In-Store,2020-11-14,2020-11-26,12,10,38,65,14,6,180.9,103.113,1085.4,466.[phone]
SO - 0007699,In-Store,2020-11-14,2020-12-04,20,8,10,261,21,1,1139.0,945.37,1139.0,193.63
SO - 0007700,Online,2020-11-14,2020-11-19,5,18,5,172,3,6,850.9,578.[phone],5105.4,1633.[phone]
SO - 0007701,Online,2020-11-14,2020-12-17,33,17,46,294,5,3,3055.[phone],1894.[phone],9165.6,3482.928
SO - 0007702,In-Store,2020-11-14,2020-12-09,25,8,10,342,22,5,2619.[phone],1414.[phone],13098.[phone],6025.[phone]
SO - 0007703,Online,2020-11-14,2020-12-08,24,14,44,129,15,8,1983.2,1685.72,15865.6,2379.84
SO - 0007704,In-Store,2020-11-15,2020-12-05,20,12,16,32,28,1,3772.1,1961.492,3772.1,1810.608
SO - 0007705,In-Store,2020-11-15,2020-11-22,7,7,40,215,6,8,221.1,139.293,1768.8,654.[phone]
SO - 0007706,Distributor,2020-11-15,2020-12-13,28,20,16,331,29,6,864.[phone],579.[phone],5185.8,1711.[phone]
SO - 0007707,In-Store,2020-11-15,2020-12-13,28,9,27,262,20,3,1715.2,926.[phone],5145.6,2366.976
SO - 0007708,Online,2020-11-15,2020-12-11,26,17,25,163,37,6,5869.2,2347.68,31463.2,10571.54475
SO - 0007709,Wholesale,2020-11-15,2020-12-17,32,26,46,156,11,1,167.5,97.[phone],247.9,90.50494
SO - 0007710,In-Store,2020-11-15,2020-11-19,4,6,9,331,24,5,2304.8,1912.[phone],11524.0,1959.08
SO - 0007711,Online,2020-11-16,2020-12-06,20,18,28,148,15,7,1132.3,781.[phone],7926.[phone],2457.[phone]
SO - 0007712,Online,2020-11-16,2020-12-14,28,19,45,202,24,3,3289.[phone],1677.747,9869.1,4835.859
SO - 0007713,In-Store,2020-11-16,2020-12-03,17,3,33,314,4,1,3738.6,1869.3,3738.6,1869.3
SO - 0007714,Distributor,2020-11-16,2020-12-10,24,24,23,234,11,7,3879.3,1745.[phone],27155.[phone],10571.54475
SO - 0007715,In-Store,2020-11-16,2020-11-24,8,11,23,139,30,3,6224.3,3672.337,18672.9,7655.[phone]
SO - 0007716,Distributor,2020-11-16,2020-12-16,30,20,9,121,21,2,2432.1,1240.[phone],4864.2,2383.458
SO - 0007717,In-Store,2020-11-16,2020-12-13,27,6,1,240,41,4,1005.0,633.15,4020.0,1487.4
SO - 0007718,In-Store,2020-11-16,2020-12-02,16,2,48,29,10,5,3953.0,2648.51,19765.0,6522.[phone]
SO - 0007719,Online,2020-11-16,2020-12-07,21,16,22,290,38,4,1011.7,424.914,4046.8,2347.[phone]
SO - 0007720,Wholesale,2020-11-16,2020-11-29,13,27,7,53,40,4,214.4,115.[phone],857.6,394.496
SO - 0007721,Online,2020-11-16,2020-11-29,13,13,37,111,12,6,2452.[phone],1716.[phone],14713.2,4413.[phone]
SO - 0007722,Online,2020-11-16,2020-12-06,20,17,17,39,30,1,187.6,105.[phone],247.9,90.50494
SO - 0007723,In-Store,2020-11-16,2020-12-09,23,7,50,21,5,2,2854.[phone],1712.[phone],5708.[phone],2283.36
SO - 0007724,In-Store,2020-11-16,2020-12-19,33,5,27,205,19,4,261.3,138.489,1045.2,491.244
SO - 0007725,In-Store,2020-11-16,2020-12-09,23,9,26,247,19,2,5688.3,3526.746,11376.6,4323.108
SO - 0007726,Distributor,2020-11-17,2020-11-23,6,21,10,147,47,5,931.[phone],772.979,4656.5,791.[phone]
SO - 0007727,In-Store,2020-11-17,2020-11-26,9,1,47,69,45,4,1118.9,850.364,4475.6,1074.[phone]
SO - 0007728,Online,2020-11-17,2020-11-28,11,17,15,128,24,5,1112.2,533.856,5561.0,2891.[phone]
SO - 0007729,Wholesale,2020-11-17,2020-11-26,9,25,37,366,22,2,1909.5,916.56,3819.0,1985.88
SO - 0007730,Online,2020-11-17,2020-12-09,22,17,16,218,40,5,5601.2,3948.[phone],28006.0,6441.[phone]
SO - 0007731,Online,2020-11-17,2020-12-03,16,20,28,135,16,8,951.4,608.896,7611.2,2740.032
SO - 0007732,Wholesale,2020-11-17,2020-12-05,18,28,42,285,32,4,194.3,97.15,777.2,388.6
SO - 0007733,Distributor,2020-11-17,2020-12-15,28,23,9,21,11,4,3195.9,1981.458,12783.6,4857.768
SO - 0007734,In-Store,2020-11-17,2020-11-30,13,1,5,236,2,7,1956.4,1565.[phone],13694.[phone],2738.[phone]
SO - 0007735,In-Store,2020-11-17,2020-11-27,10,3,6,288,32,8,938.0,656.[phone],7504.0,2251.[phone]
SO - 0007736,Distributor,2020-11-17,2020-11-29,12,25,36,35,13,1,2237.8,1902.13,2237.8,335.[phone]
SO - 0007737,In-Store,2020-11-17,2020-11-25,8,2,8,238,43,8,3685.0,3095.4,29480.0,4716.[phone]
SO - 0007738,Online,2020-11-17,2020-12-20,33,14,23,176,41,1,2820.[phone],1664.213,2820.[phone],1156.[phone]
SO - 0007739,In-Store,2020-11-17,2020-12-24,37,6,24,257,36,2,857.6,445.[phone],1715.2,823.[phone]
SO - 0007740,In-Store,2020-11-18,2020-12-10,22,10,31,119,20,1,871.0,679.38,871.0,191.62
SO - 0007741,Online,2020-11-18,2020-12-08,20,14,41,101,18,7,3658.[phone],2780.[phone],25607.4,6145.[phone]
SO - 0007742,In-Store,2020-11-18,2020-12-13,25,5,37,330,39,1,6043.[phone],2598.[phone],6043.[phone],3444.[phone]
SO - 0007743,Online,2020-11-18,2020-12-01,13,19,7,289,4,7,2398.6,1151.328,16790.2,8730.904
SO - 0007744,Online,2020-11-18,2020-12-24,36,18,17,97,14,8,4020.0,2894.4,31463.2,9004.8
SO - 0007745,In-Store,2020-11-18,2020-12-05,17,1,36,39,26,3,214.4,137.216,643.2,231.[phone]
SO - 0007746,Online,2020-11-18,2020-12-15,27,18,2,260,12,1,6210.[phone],2981.232,6210.[phone],3229.[phone]
SO - 0007747,In-Store,2020-11-19,2020-12-17,28,8,21,258,13,6,2432.1,1167.408,14592.[phone],7588.[phone]
SO - 0007748,In-Store,2020-11-19,2020-12-12,23,9,15,276,22,6,201.0,168.84,1206.0,192.[phone]
SO - 0007749,Distributor,2020-11-19,2020-12-02,13,22,36,67,45,1,683.4,362.202,683.4,321.198
SO - 0007750,In-Store,2020-11-19,2020-12-06,17,8,34,36,27,4,6271.2,3762.72,25084.8,10033.92
SO - 0007751,Wholesale,2020-11-19,2020-12-10,21,27,43,337,46,2,911.2,382.704,1822.4,1056.[phone]
SO - 0007752,Online,2020-11-19,2020-11-27,8,18,7,71,31,4,221.1,159.[phone],884.4,247.[phone]
SO - 0007753,Distributor,2020-11-19,2020-12-07,18,22,48,316,33,3,221.1,106.128,663.3,344.[phone]
SO - 0007754,Online,2020-11-19,2020-12-19,30,14,50,113,24,6,3999.9,2719.[phone],23999.4,7679.[phone]
SO - 0007755,Wholesale,2020-11-20,2020-12-12,22,26,50,291,36,5,723.6,376.[phone],3618.0,1736.[phone]
SO - 0007756,In-Store,2020-11-20,2020-11-28,8,4,30,114,35,4,703.5,323.61,2814.0,1519.56
SO - 0007757,In-Store,2020-11-20,2020-12-21,31,11,12,195,29,5,5406.[phone],3948.[phone],27034.[phone],5406.[phone]
SO - 0007758,Distributor,2020-11-20,2020-12-21,31,22,20,181,36,1,3088.[phone],2192.977,3088.[phone],895.[phone]
SO - 0007759,In-Store,2020-11-20,2020-12-12,22,1,13,334,19,6,207.[phone],145.[phone],1246.2,373.[phone]
SO - 0007760,In-Store,2020-11-20,2020-12-13,23,8,34,63,38,4,1333.3,719.982,5333.2,2453.272
SO - 0007761,Distributor,2020-11-20,2020-12-04,14,22,32,201,25,4,3859.[phone],2585.664,15436.[phone],5094.144
SO - 0007762,In-Store,2020-11-21,2020-12-11,20,5,27,325,35,2,1139.0,558.11,2278.0,1161.78
SO - 0007763,In-Store,2020-11-21,2020-11-29,8,10,10,239,23,8,5969.7,3641.517,31463.2,10571.54475
SO - 0007764,Distributor,2020-11-21,2020-12-06,15,24,2,165,38,2,1078.7,453.[phone],2157.4,1251.292
SO - 0007765,Online,2020-11-21,2020-12-20,29,19,12,168,4,8,1085.4,477.576,8683.2,4862.[phone]
SO - 0007766,In-Store,2020-11-21,2020-12-04,13,1,45,62,32,8,1139.0,865.64,9112.0,2186.88
SO - 0007767,In-Store,2020-11-21,2020-11-29,8,7,47,8,3,6,1842.5,1252.9,11055.0,3537.[phone]
SO - 0007768,Wholesale,2020-11-21,2020-12-20,29,26,32,346,4,2,1212.7,582.096,2425.4,1261.208
SO - 0007769,Online,2020-11-21,2020-12-22,31,12,15,160,23,7,6371.7,3249.567,31463.2,10571.54475
SO - 0007770,Wholesale,2020-11-21,2020-12-22,31,27,26,47,1,8,2391.9,956.[phone],19135.2,10571.54475
SO - 0007771,In-Store,2020-11-21,2020-12-03,12,8,44,267,34,5,2211.0,1083.[phone],11055.0,5638.[phone]
SO - 0007772,Distributor,2020-11-21,2020-12-27,36,22,27,121,20,4,227.8,191.352,911.2,145.[phone]
SO - 0007773,In-Store,2020-11-21,2020-12-03,12,7,27,364,34,5,1139.0,728.96,5695.0,2050.2
SO - 0007774,Distributor,2020-11-21,2020-12-14,23,25,4,196,40,5,2566.1,1539.[phone],12830.5,5132.[phone]
SO - 0007775,Distributor,2020-11-22,2020-12-05,13,23,33,189,41,8,3229.4,1679.288,25835.2,10571.54475
SO - 0007776,Online,2020-11-22,2020-12-18,26,13,11,74,11,4,241.[phone],190.[phone],964.[phone],202.[phone]
SO - 0007777,Online,2020-11-22,2020-12-16,24,18,37,343,42,4,891.1,757.435,3564.4,534.[phone]
SO - 0007778,Online,2020-11-22,2020-12-26,34,20,2,107,43,4,5266.2,2211.[phone],21064.8,10571.54475
SO - 0007779,Online,2020-11-22,2020-12-12,20,15,16,269,9,1,3912.8,3012.856,3912.8,899.944
SO - 0007780,Wholesale,2020-11-22,2020-12-08,16,28,40,114,45,6,3966.4,2181.[phone],23798.4,10571.54475
SO - 0007781,In-Store,2020-11-23,2020-12-21,28,9,27,205,43,5,1936.3,1064.[phone],9681.5,4356.[phone]
SO - 0007782,Wholesale,2020-11-23,2020-12-12,19,26,15,303,26,7,6244.[phone],3948.[phone],31463.2,10571.54475
SO - 0007783,In-Store,2020-11-23,2020-12-15,22,9,41,65,22,6,1118.9,481.127,6713.[phone],3826.[phone]
